Accession	Title	Platform	Total bases	Create date	SRA URL	SRA filename	SRA nice filename	FastQ URL	FastQ Aspera URL	FastQ filename	FastQ nice filename
SRR22213096	Infant gut metagenome	Illumina MiSeq	13421	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213096/SRR22213096.sra	SRR22213096.sra	SRR22213096_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/096/SRR22213096/SRR22213096_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/096/SRR22213096/SRR22213096_2.fastq.gz	SRR22213096_2.fastq.gz	SRR22213096_Infant_gut_metagenome_2.fastq.gz
SRR22213090	Infant gut metagenome	Illumina MiSeq	6487	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213090/SRR22213090.sra	SRR22213090.sra	SRR22213090_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/090/SRR22213090/SRR22213090_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/090/SRR22213090/SRR22213090_1.fastq.gz	SRR22213090_1.fastq.gz	SRR22213090_Infant_gut_metagenome_1.fastq.gz
SRR22213090	Infant gut metagenome	Illumina MiSeq	6487	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213090/SRR22213090.sra	SRR22213090.sra	SRR22213090_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/090/SRR22213090/SRR22213090_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/090/SRR22213090/SRR22213090_2.fastq.gz	SRR22213090_2.fastq.gz	SRR22213090_Infant_gut_metagenome_2.fastq.gz
SRR22213093	Infant gut metagenome	Illumina MiSeq	4592	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213093/SRR22213093.sra	SRR22213093.sra	SRR22213093_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/093/SRR22213093/SRR22213093_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/093/SRR22213093/SRR22213093_1.fastq.gz	SRR22213093_1.fastq.gz	SRR22213093_Infant_gut_metagenome_1.fastq.gz
SRR22213093	Infant gut metagenome	Illumina MiSeq	4592	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213093/SRR22213093.sra	SRR22213093.sra	SRR22213093_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/093/SRR22213093/SRR22213093_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/093/SRR22213093/SRR22213093_2.fastq.gz	SRR22213093_2.fastq.gz	SRR22213093_Infant_gut_metagenome_2.fastq.gz
SRR22213091	Infant gut metagenome	Illumina MiSeq	6642	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213091/SRR22213091.sra	SRR22213091.sra	SRR22213091_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/091/SRR22213091/SRR22213091_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/091/SRR22213091/SRR22213091_1.fastq.gz	SRR22213091_1.fastq.gz	SRR22213091_Infant_gut_metagenome_1.fastq.gz
SRR22213091	Infant gut metagenome	Illumina MiSeq	6642	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213091/SRR22213091.sra	SRR22213091.sra	SRR22213091_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/091/SRR22213091/SRR22213091_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/091/SRR22213091/SRR22213091_2.fastq.gz	SRR22213091_2.fastq.gz	SRR22213091_Infant_gut_metagenome_2.fastq.gz
SRR22213088	Infant gut metagenome	Illumina MiSeq	9227	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213088/SRR22213088.sra	SRR22213088.sra	SRR22213088_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/088/SRR22213088/SRR22213088_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/088/SRR22213088/SRR22213088_1.fastq.gz	SRR22213088_1.fastq.gz	SRR22213088_Infant_gut_metagenome_1.fastq.gz
SRR22213088	Infant gut metagenome	Illumina MiSeq	9227	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213088/SRR22213088.sra	SRR22213088.sra	SRR22213088_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/088/SRR22213088/SRR22213088_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/088/SRR22213088/SRR22213088_2.fastq.gz	SRR22213088_2.fastq.gz	SRR22213088_Infant_gut_metagenome_2.fastq.gz
SRR22213087	Infant gut metagenome	Illumina MiSeq	7032	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213087/SRR22213087.sra	SRR22213087.sra	SRR22213087_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/087/SRR22213087/SRR22213087_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/087/SRR22213087/SRR22213087_1.fastq.gz	SRR22213087_1.fastq.gz	SRR22213087_Infant_gut_metagenome_1.fastq.gz
SRR22213087	Infant gut metagenome	Illumina MiSeq	7032	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213087/SRR22213087.sra	SRR22213087.sra	SRR22213087_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/087/SRR22213087/SRR22213087_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/087/SRR22213087/SRR22213087_2.fastq.gz	SRR22213087_2.fastq.gz	SRR22213087_Infant_gut_metagenome_2.fastq.gz
SRR22213085	Infant gut metagenome	Illumina MiSeq	6747	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213085/SRR22213085.sra	SRR22213085.sra	SRR22213085_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/085/SRR22213085/SRR22213085_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/085/SRR22213085/SRR22213085_1.fastq.gz	SRR22213085_1.fastq.gz	SRR22213085_Infant_gut_metagenome_1.fastq.gz
SRR22213085	Infant gut metagenome	Illumina MiSeq	6747	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213085/SRR22213085.sra	SRR22213085.sra	SRR22213085_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/085/SRR22213085/SRR22213085_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/085/SRR22213085/SRR22213085_2.fastq.gz	SRR22213085_2.fastq.gz	SRR22213085_Infant_gut_metagenome_2.fastq.gz
SRR22213084	Infant gut metagenome	Illumina MiSeq	139955	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213084/SRR22213084.sra	SRR22213084.sra	SRR22213084_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/084/SRR22213084/SRR22213084_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/084/SRR22213084/SRR22213084_1.fastq.gz	SRR22213084_1.fastq.gz	SRR22213084_Infant_gut_metagenome_1.fastq.gz
SRR22213084	Infant gut metagenome	Illumina MiSeq	139955	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213084/SRR22213084.sra	SRR22213084.sra	SRR22213084_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/084/SRR22213084/SRR22213084_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/084/SRR22213084/SRR22213084_2.fastq.gz	SRR22213084_2.fastq.gz	SRR22213084_Infant_gut_metagenome_2.fastq.gz
SRR22213083	Infant gut metagenome	Illumina MiSeq	92882	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213083/SRR22213083.sra	SRR22213083.sra	SRR22213083_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/083/SRR22213083/SRR22213083_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/083/SRR22213083/SRR22213083_1.fastq.gz	SRR22213083_1.fastq.gz	SRR22213083_Infant_gut_metagenome_1.fastq.gz
SRR22213083	Infant gut metagenome	Illumina MiSeq	92882	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213083/SRR22213083.sra	SRR22213083.sra	SRR22213083_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/083/SRR22213083/SRR22213083_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/083/SRR22213083/SRR22213083_2.fastq.gz	SRR22213083_2.fastq.gz	SRR22213083_Infant_gut_metagenome_2.fastq.gz
SRR22213082	Infant gut metagenome	Illumina MiSeq	7422	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213082/SRR22213082.sra	SRR22213082.sra	SRR22213082_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/082/SRR22213082/SRR22213082_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/082/SRR22213082/SRR22213082_1.fastq.gz	SRR22213082_1.fastq.gz	SRR22213082_Infant_gut_metagenome_1.fastq.gz
SRR22213082	Infant gut metagenome	Illumina MiSeq	7422	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213082/SRR22213082.sra	SRR22213082.sra	SRR22213082_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/082/SRR22213082/SRR22213082_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/082/SRR22213082/SRR22213082_2.fastq.gz	SRR22213082_2.fastq.gz	SRR22213082_Infant_gut_metagenome_2.fastq.gz
SRR22213080	Infant gut metagenome	Illumina MiSeq	6043	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213080/SRR22213080.sra	SRR22213080.sra	SRR22213080_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/080/SRR22213080/SRR22213080_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/080/SRR22213080/SRR22213080_1.fastq.gz	SRR22213080_1.fastq.gz	SRR22213080_Infant_gut_metagenome_1.fastq.gz
SRR22213080	Infant gut metagenome	Illumina MiSeq	6043	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213080/SRR22213080.sra	SRR22213080.sra	SRR22213080_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/080/SRR22213080/SRR22213080_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/080/SRR22213080/SRR22213080_2.fastq.gz	SRR22213080_2.fastq.gz	SRR22213080_Infant_gut_metagenome_2.fastq.gz
SRR22213079	Infant gut metagenome	Illumina MiSeq	124648	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213079/SRR22213079.sra	SRR22213079.sra	SRR22213079_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/079/SRR22213079/SRR22213079_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/079/SRR22213079/SRR22213079_1.fastq.gz	SRR22213079_1.fastq.gz	SRR22213079_Infant_gut_metagenome_1.fastq.gz
SRR22213079	Infant gut metagenome	Illumina MiSeq	124648	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213079/SRR22213079.sra	SRR22213079.sra	SRR22213079_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/079/SRR22213079/SRR22213079_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/079/SRR22213079/SRR22213079_2.fastq.gz	SRR22213079_2.fastq.gz	SRR22213079_Infant_gut_metagenome_2.fastq.gz
SRR22213078	Infant gut metagenome	Illumina MiSeq	3673	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213078/SRR22213078.sra	SRR22213078.sra	SRR22213078_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/078/SRR22213078/SRR22213078_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/078/SRR22213078/SRR22213078_1.fastq.gz	SRR22213078_1.fastq.gz	SRR22213078_Infant_gut_metagenome_1.fastq.gz
SRR22213078	Infant gut metagenome	Illumina MiSeq	3673	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213078/SRR22213078.sra	SRR22213078.sra	SRR22213078_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/078/SRR22213078/SRR22213078_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/078/SRR22213078/SRR22213078_2.fastq.gz	SRR22213078_2.fastq.gz	SRR22213078_Infant_gut_metagenome_2.fastq.gz
SRR22213075	Infant gut metagenome	Illumina MiSeq	84278	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213075/SRR22213075.sra	SRR22213075.sra	SRR22213075_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/075/SRR22213075/SRR22213075_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/075/SRR22213075/SRR22213075_1.fastq.gz	SRR22213075_1.fastq.gz	SRR22213075_Infant_gut_metagenome_1.fastq.gz
SRR22213075	Infant gut metagenome	Illumina MiSeq	84278	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213075/SRR22213075.sra	SRR22213075.sra	SRR22213075_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/075/SRR22213075/SRR22213075_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/075/SRR22213075/SRR22213075_2.fastq.gz	SRR22213075_2.fastq.gz	SRR22213075_Infant_gut_metagenome_2.fastq.gz
SRR22213074	Infant gut metagenome	Illumina MiSeq	7086	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213074/SRR22213074.sra	SRR22213074.sra	SRR22213074_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/074/SRR22213074/SRR22213074_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/074/SRR22213074/SRR22213074_1.fastq.gz	SRR22213074_1.fastq.gz	SRR22213074_Infant_gut_metagenome_1.fastq.gz
SRR22213074	Infant gut metagenome	Illumina MiSeq	7086	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213074/SRR22213074.sra	SRR22213074.sra	SRR22213074_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/074/SRR22213074/SRR22213074_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/074/SRR22213074/SRR22213074_2.fastq.gz	SRR22213074_2.fastq.gz	SRR22213074_Infant_gut_metagenome_2.fastq.gz
SRR22213073	Infant gut metagenome	Illumina MiSeq	6099	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213073/SRR22213073.sra	SRR22213073.sra	SRR22213073_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/073/SRR22213073/SRR22213073_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/073/SRR22213073/SRR22213073_1.fastq.gz	SRR22213073_1.fastq.gz	SRR22213073_Infant_gut_metagenome_1.fastq.gz
SRR22213073	Infant gut metagenome	Illumina MiSeq	6099	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213073/SRR22213073.sra	SRR22213073.sra	SRR22213073_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/073/SRR22213073/SRR22213073_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/073/SRR22213073/SRR22213073_2.fastq.gz	SRR22213073_2.fastq.gz	SRR22213073_Infant_gut_metagenome_2.fastq.gz
SRR22213068	Infant gut metagenome	Illumina MiSeq	11384	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213068/SRR22213068.sra	SRR22213068.sra	SRR22213068_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/068/SRR22213068/SRR22213068_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/068/SRR22213068/SRR22213068_1.fastq.gz	SRR22213068_1.fastq.gz	SRR22213068_Infant_gut_metagenome_1.fastq.gz
SRR22213068	Infant gut metagenome	Illumina MiSeq	11384	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213068/SRR22213068.sra	SRR22213068.sra	SRR22213068_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/068/SRR22213068/SRR22213068_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/068/SRR22213068/SRR22213068_2.fastq.gz	SRR22213068_2.fastq.gz	SRR22213068_Infant_gut_metagenome_2.fastq.gz
SRR22213066	Infant gut metagenome	Illumina MiSeq	91399	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213066/SRR22213066.sra	SRR22213066.sra	SRR22213066_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/066/SRR22213066/SRR22213066_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/066/SRR22213066/SRR22213066_1.fastq.gz	SRR22213066_1.fastq.gz	SRR22213066_Infant_gut_metagenome_1.fastq.gz
SRR22213066	Infant gut metagenome	Illumina MiSeq	91399	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213066/SRR22213066.sra	SRR22213066.sra	SRR22213066_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/066/SRR22213066/SRR22213066_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/066/SRR22213066/SRR22213066_2.fastq.gz	SRR22213066_2.fastq.gz	SRR22213066_Infant_gut_metagenome_2.fastq.gz
SRR22213065	Infant gut metagenome	Illumina MiSeq	4117	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213065/SRR22213065.sra	SRR22213065.sra	SRR22213065_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/065/SRR22213065/SRR22213065_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/065/SRR22213065/SRR22213065_1.fastq.gz	SRR22213065_1.fastq.gz	SRR22213065_Infant_gut_metagenome_1.fastq.gz
SRR22213065	Infant gut metagenome	Illumina MiSeq	4117	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213065/SRR22213065.sra	SRR22213065.sra	SRR22213065_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/065/SRR22213065/SRR22213065_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/065/SRR22213065/SRR22213065_2.fastq.gz	SRR22213065_2.fastq.gz	SRR22213065_Infant_gut_metagenome_2.fastq.gz
SRR22213059	Infant gut metagenome	Illumina MiSeq	4484	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213059/SRR22213059.sra	SRR22213059.sra	SRR22213059_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/059/SRR22213059/SRR22213059_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/059/SRR22213059/SRR22213059_1.fastq.gz	SRR22213059_1.fastq.gz	SRR22213059_Infant_gut_metagenome_1.fastq.gz
SRR22213059	Infant gut metagenome	Illumina MiSeq	4484	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213059/SRR22213059.sra	SRR22213059.sra	SRR22213059_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/059/SRR22213059/SRR22213059_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/059/SRR22213059/SRR22213059_2.fastq.gz	SRR22213059_2.fastq.gz	SRR22213059_Infant_gut_metagenome_2.fastq.gz
SRR22213055	Infant gut metagenome	Illumina MiSeq	137436	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213055/SRR22213055.sra	SRR22213055.sra	SRR22213055_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/055/SRR22213055/SRR22213055_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/055/SRR22213055/SRR22213055_1.fastq.gz	SRR22213055_1.fastq.gz	SRR22213055_Infant_gut_metagenome_1.fastq.gz
SRR22213055	Infant gut metagenome	Illumina MiSeq	137436	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213055/SRR22213055.sra	SRR22213055.sra	SRR22213055_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/055/SRR22213055/SRR22213055_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/055/SRR22213055/SRR22213055_2.fastq.gz	SRR22213055_2.fastq.gz	SRR22213055_Infant_gut_metagenome_2.fastq.gz
SRR22213054	Infant gut metagenome	Illumina MiSeq	5950	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213054/SRR22213054.sra	SRR22213054.sra	SRR22213054_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/054/SRR22213054/SRR22213054_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/054/SRR22213054/SRR22213054_1.fastq.gz	SRR22213054_1.fastq.gz	SRR22213054_Infant_gut_metagenome_1.fastq.gz
SRR22213054	Infant gut metagenome	Illumina MiSeq	5950	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213054/SRR22213054.sra	SRR22213054.sra	SRR22213054_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/054/SRR22213054/SRR22213054_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/054/SRR22213054/SRR22213054_2.fastq.gz	SRR22213054_2.fastq.gz	SRR22213054_Infant_gut_metagenome_2.fastq.gz
SRR22213053	Infant gut metagenome	Illumina MiSeq	96913	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213053/SRR22213053.sra	SRR22213053.sra	SRR22213053_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/053/SRR22213053/SRR22213053_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/053/SRR22213053/SRR22213053_1.fastq.gz	SRR22213053_1.fastq.gz	SRR22213053_Infant_gut_metagenome_1.fastq.gz
SRR22213053	Infant gut metagenome	Illumina MiSeq	96913	1.68359E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR22213053/SRR22213053.sra	SRR22213053.sra	SRR22213053_Infant_gut_metagenome.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/053/SRR22213053/SRR22213053_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/053/SRR22213053/SRR22213053_2.fastq.gz	SRR22213053_2.fastq.gz	SRR22213053_Infant_gut_metagenome_2.fastq.gz
